,bfront_label,bfront_c1_suit,bfront_c1_rank,bfront_c2_suit,bfront_c2_rank,bfront_c3_suit,bfront_c3_rank
7813,2,1,12,3,12,4,13
7814,2,1,12,3,12,4,13
7815,2,1,12,3,12,4,13
7816,2,1,12,3,12,4,13
7817,2,1,12,3,12,4,13
7818,2,1,12,3,12,3,13
7819,2,1,12,3,12,3,13
7820,2,1,12,3,12,3,13
7821,2,1,12,3,12,3,13
7822,2,1,12,3,12,3,13
7823,2,1,12,3,12,3,13
7824,2,1,12,3,12,3,13
7825,2,1,12,3,12,3,13
7826,2,1,12,3,12,3,13
7827,2,1,12,3,12,3,13
7828,2,1,12,3,12,3,13
7829,2,1,12,3,12,3,13
7830,2,1,12,3,12,3,13
7831,2,1,12,3,12,3,13
7832,2,1,12,3,12,3,13
7833,2,1,12,3,12,3,13
7834,2,1,12,3,12,3,13
7835,2,1,12,3,12,3,13
7836,2,1,12,3,12,3,13
7837,2,1,12,3,12,3,13
7838,2,1,12,3,12,3,13
7839,2,1,12,3,12,3,13
7840,2,1,12,3,12,3,13
7841,2,1,12,3,12,3,13
7842,2,1,12,3,12,3,13
7843,2,1,12,3,12,3,13
7844,2,1,12,3,12,3,13
7845,2,1,12,3,12,3,13
7846,2,1,12,3,12,3,13
7847,2,1,12,3,12,3,13
7848,2,1,12,3,12,3,13
7849,2,1,12,3,12,3,13
7850,2,1,12,3,12,3,13
7851,2,1,12,3,12,3,13
7852,2,1,12,3,12,3,13
7853,2,1,12,3,12,2,13
7854,2,1,12,3,12,2,13
7855,2,1,12,3,12,2,13
7856,2,1,12,3,12,2,13
7857,2,1,12,3,12,2,13
7858,2,1,12,3,12,2,13
7859,2,1,12,3,12,2,13
7860,2,1,12,3,12,2,13
7861,2,1,12,3,12,2,13
7862,2,1,12,3,12,2,13
7863,2,1,12,3,12,2,13
7864,2,1,12,3,12,2,13
7865,2,1,12,3,12,2,13
7866,2,1,12,3,12,2,13
7867,2,1,12,3,12,2,13
7868,2,1,12,3,12,2,13
7869,2,1,12,3,12,2,13
7870,2,1,12,3,12,2,13
7871,2,1,12,3,12,2,13
7872,2,1,12,3,12,2,13
7873,2,1,12,3,12,2,13
7874,2,1,12,3,12,2,13
7875,2,1,12,3,12,2,13
7876,2,1,12,3,12,2,13
7877,2,1,12,3,12,2,13
7878,2,1,12,3,12,1,13
7879,2,1,12,3,12,1,13
7880,2,1,12,3,12,1,13
7881,2,1,12,3,12,1,13
7882,2,1,12,3,12,1,13
7883,2,1,12,3,12,1,13
7884,2,1,12,3,12,1,13
7885,2,1,12,3,12,1,13
7886,2,1,12,3,12,1,13
7887,2,1,12,3,12,1,13
7888,2,1,12,3,12,1,13
7889,2,1,12,3,12,1,13
7890,2,1,12,3,12,1,13
7891,2,1,12,3,12,1,13
7892,2,1,12,3,12,1,13
7893,2,1,12,3,12,1,13
7894,2,1,12,3,12,1,13
7895,2,1,12,3,12,1,13
7896,2,1,12,3,12,1,13
7897,2,1,12,3,12,1,13
7898,2,1,12,3,12,1,13
7899,2,1,12,3,12,1,13
7900,2,1,12,3,12,1,13
7901,2,1,12,3,12,1,13
7902,2,1,12,3,12,1,13
7903,2,1,12,3,12,1,13
7904,2,1,12,3,12,1,13
7905,2,1,12,3,12,1,13
7906,2,1,12,3,12,1,13
7907,2,1,12,3,12,1,13
7908,2,1,12,3,12,1,13
7909,2,1,12,2,12,4,13
7910,2,1,12,2,12,4,13
7911,2,1,12,2,12,4,13
7912,2,1,12,2,12,4,13
7913,2,1,12,2,12,4,13
7914,2,1,12,2,12,4,13
7915,2,1,12,2,12,4,13
7916,2,1,12,2,12,4,13
7917,2,1,12,2,12,4,13
7918,2,1,12,2,12,4,13
7919,2,1,12,2,12,4,13
7920,2,1,12,2,12,4,13
7921,2,1,12,2,12,4,13
7922,2,1,12,2,12,4,13
7923,2,1,12,2,12,4,13
7924,2,1,12,2,12,4,13
7925,2,1,12,2,12,4,13
7926,2,1,12,2,12,4,13
7927,2,1,12,2,12,4,13
7928,2,1,12,2,12,4,13
7929,2,1,12,2,12,4,13
7930,2,1,12,2,12,4,13
7931,2,1,12,2,12,4,13
7932,2,1,12,2,12,4,13
7933,2,1,12,2,12,4,13
7934,2,1,12,2,12,4,13
7935,2,1,12,2,12,4,13
7936,2,1,12,2,12,4,13
7937,2,1,12,2,12,4,13
7938,2,1,12,2,12,4,13
7939,2,1,12,2,12,4,13
7940,2,1,12,2,12,4,13
7941,2,1,12,2,12,3,13
7942,2,1,12,2,12,3,13
7943,2,1,12,2,12,3,13
7944,2,1,12,2,12,3,13
7945,2,1,12,2,12,3,13
7946,2,1,12,2,12,3,13
7947,2,1,12,2,12,3,13
7948,2,1,12,2,12,3,13
7949,2,1,12,2,12,3,13
7950,2,1,12,2,12,3,13
7951,2,1,12,2,12,3,13
7952,2,1,12,2,12,3,13
7953,2,1,12,2,12,3,13
7954,2,1,12,2,12,3,13
7955,2,1,12,2,12,3,13
7956,2,1,12,2,12,3,13
7957,2,1,12,2,12,3,13
7958,2,1,12,2,12,3,13
7959,2,1,12,2,12,3,13
7960,2,1,12,2,12,3,13
7961,2,1,12,2,12,3,13
7962,2,1,12,2,12,3,13
7963,2,1,12,2,12,3,13
7964,2,1,12,2,12,3,13
7965,2,1,12,2,12,3,13
7966,2,1,12,2,12,3,13
7967,2,1,12,2,12,3,13
7968,2,1,12,2,12,3,13
7969,2,1,12,2,12,3,13
7970,2,1,12,2,12,3,13
7971,2,1,12,2,12,3,13
7972,2,1,12,2,12,3,13
7973,2,1,12,2,12,3,13
7974,2,1,12,2,12,3,13
7975,2,1,12,2,12,2,13
7976,2,1,12,2,12,2,13
7977,2,1,12,2,12,2,13
7978,2,1,12,2,12,2,13
7979,2,1,12,2,12,2,13
7980,2,1,12,2,12,2,13
7981,2,1,12,2,12,2,13
7982,2,1,12,2,12,2,13
7983,2,1,12,2,12,2,13
7984,2,1,12,2,12,2,13
7985,2,1,12,2,12,2,13
7986,2,1,12,2,12,2,13
7987,2,1,12,2,12,2,13
7988,2,1,12,2,12,2,13
7989,2,1,12,2,12,2,13
7990,2,1,12,2,12,2,13
7991,2,1,12,2,12,2,13
7992,2,1,12,2,12,2,13
7993,2,1,12,2,12,2,13
7994,2,1,12,2,12,2,13
7995,2,1,12,2,12,2,13
7996,2,1,12,2,12,2,13
7997,2,1,12,2,12,2,13
7998,2,1,12,2,12,2,13
7999,2,1,12,2,12,2,13
8000,2,1,12,2,12,2,13
8001,2,1,12,2,12,2,13
8002,2,1,12,2,12,2,13
8003,2,1,12,2,12,2,13
8004,2,1,12,2,12,2,13
8005,2,1,12,2,12,2,13
8006,2,1,12,2,12,2,13
8007,2,1,12,2,12,1,13
8008,2,1,12,2,12,1,13
8009,2,1,12,2,12,1,13
8010,2,1,12,2,12,1,13
8011,2,1,12,2,12,1,13
8012,2,1,12,2,12,1,13
8013,2,1,12,2,12,1,13
8014,2,1,12,2,12,1,13
8015,2,1,12,2,12,1,13
8016,2,1,12,2,12,1,13
8017,2,1,12,2,12,1,13
8018,2,1,12,2,12,1,13
8019,2,1,12,2,12,1,13
8020,2,1,12,2,12,1,13
8021,2,1,12,2,12,1,13
8022,2,1,12,2,12,1,13
8023,2,1,12,2,12,1,13
8024,2,1,12,2,12,1,13
8025,2,1,12,2,12,1,13
8026,2,1,12,2,12,1,13
8027,2,1,12,2,12,1,13
8028,2,1,12,2,12,1,13
8029,2,1,12,2,12,1,13
8030,2,1,12,2,12,1,13
8031,2,1,12,2,12,1,13
8032,2,1,12,2,12,1,13
8033,2,1,12,2,12,1,13
8034,2,1,12,2,12,1,13
8035,2,1,12,2,12,1,13
8036,2,1,12,2,12,1,13
8037,2,1,12,2,12,1,13
8038,2,1,12,2,12,1,13
8039,2,1,12,2,12,1,13
8040,2,4,12,3,12,4,11
8041,2,4,12,3,12,4,11
8042,2,4,12,3,12,4,11
8043,2,4,12,3,12,4,11
8044,2,4,12,3,12,4,11
8045,2,4,12,3,12,4,11
8046,2,4,12,3,12,4,11
8047,2,4,12,3,12,4,11
8048,2,4,12,3,12,4,11
8049,2,4,12,3,12,4,11
8050,2,4,12,3,12,4,11
8051,2,4,12,3,12,4,11
8052,2,4,12,3,12,4,11
8053,2,4,12,3,12,4,11
8054,2,4,12,3,12,4,11
8055,2,4,12,3,12,4,11
8056,2,4,12,3,12,4,11
8057,2,4,12,3,12,4,11
8058,2,4,12,3,12,4,11
8059,2,4,12,3,12,4,11
8060,2,4,12,3,12,3,11
8061,2,4,12,3,12,3,11
8062,2,4,12,3,12,3,11
8063,2,4,12,3,12,3,11
8064,2,4,12,3,12,3,11
8065,2,4,12,3,12,3,11
8066,2,4,12,3,12,3,11
8067,2,4,12,3,12,3,11
8068,2,4,12,3,12,3,11
8069,2,4,12,3,12,3,11
8070,2,4,12,3,12,3,11
8071,2,4,12,3,12,3,11
8072,2,4,12,3,12,3,11
8073,2,4,12,3,12,3,11
8074,2,4,12,3,12,3,11
8075,2,4,12,3,12,3,11
8076,2,4,12,3,12,3,11
8077,2,4,12,3,12,3,11
8078,2,4,12,3,12,3,11
8079,2,4,12,3,12,3,11
8080,2,4,12,3,12,3,11
8081,2,4,12,3,12,3,11
8082,2,4,12,3,12,3,11
8083,2,4,12,3,12,3,11
8084,2,4,12,3,12,3,11
8085,2,4,12,3,12,3,11
8086,2,4,12,3,12,3,11
8087,2,4,12,3,12,3,11
8088,2,4,12,3,12,2,11
8089,2,4,12,3,12,2,11
8090,2,4,12,3,12,2,11
8091,2,4,12,3,12,2,11
8092,2,4,12,3,12,2,11
8093,2,4,12,3,12,2,11
8094,2,4,12,3,12,2,11
8095,2,4,12,3,12,2,11
8096,2,4,12,3,12,2,11
8097,2,4,12,3,12,2,11
8098,2,4,12,3,12,2,11
8099,2,4,12,3,12,2,11
8100,2,4,12,3,12,2,11
8101,2,4,12,3,12,2,11
8102,2,4,12,3,12,2,11
8103,2,4,12,3,12,2,11
8104,2,4,12,3,12,2,11
8105,2,4,12,3,12,2,11
8106,2,4,12,3,12,2,11
8107,2,4,12,3,12,2,11
8108,2,4,12,3,12,2,11
8109,2,4,12,3,12,2,11
8110,2,4,12,3,12,2,11
8111,2,4,12,3,12,1,11
8112,2,4,12,3,12,1,11
8113,2,4,12,3,12,1,11
8114,2,4,12,3,12,1,11
8115,2,4,12,3,12,1,11
8116,2,4,12,3,12,1,11
8117,2,4,12,3,12,1,11
8118,2,4,12,3,12,1,11
8119,2,4,12,3,12,1,11
8120,2,4,12,3,12,1,11
8121,2,4,12,3,12,1,11
8122,2,4,12,3,12,1,11
8123,2,4,12,3,12,1,11
8124,2,4,12,3,12,1,11
8125,2,4,12,3,12,1,11
8126,2,4,12,3,12,1,11
8127,2,4,12,3,12,1,11
8128,2,4,12,3,12,1,11
8129,2,4,12,3,12,1,11
8130,2,4,12,3,12,1,11
8131,2,4,12,3,12,1,11
8132,2,4,12,3,12,1,11
8133,2,4,12,3,12,1,11
8134,2,4,12,3,12,1,11
8135,2,4,12,3,12,1,11
8136,2,4,12,3,12,1,11
8137,2,4,12,3,12,1,11
8138,2,4,12,3,12,1,11
8139,2,4,12,3,12,1,11
8140,2,4,12,3,12,1,11
8141,2,4,12,3,12,1,11
8142,2,4,12,2,12,4,11
8143,2,4,12,2,12,4,11
8144,2,4,12,2,12,4,11
8145,2,4,12,2,12,4,11
8146,2,4,12,2,12,4,11
8147,2,4,12,2,12,4,11
8148,2,4,12,2,12,4,11
8149,2,4,12,2,12,4,11
8150,2,4,12,2,12,4,11
8151,2,4,12,2,12,4,11
8152,2,4,12,2,12,4,11
8153,2,4,12,2,12,4,11
8154,2,4,12,2,12,4,11
8155,2,4,12,2,12,4,11
8156,2,4,12,2,12,4,11
8157,2,4,12,2,12,4,11
8158,2,4,12,2,12,4,11
8159,2,4,12,2,12,4,11
8160,2,4,12,2,12,4,11
8161,2,4,12,2,12,4,11
8162,2,4,12,2,12,4,11
8163,2,4,12,2,12,4,11
8164,2,4,12,2,12,4,11
8165,2,4,12,2,12,4,11
8166,2,4,12,2,12,4,11
8167,2,4,12,2,12,4,11
8168,2,4,12,2,12,4,11
8169,2,4,12,2,12,4,11
8170,2,4,12,2,12,4,11
8171,2,4,12,2,12,4,11
8172,2,4,12,2,12,4,11
8173,2,4,12,2,12,4,11
8174,2,4,12,2,12,3,11
8175,2,4,12,2,12,3,11
8176,2,4,12,2,12,3,11
8177,2,4,12,2,12,3,11
8178,2,4,12,2,12,3,11
8179,2,4,12,2,12,3,11
8180,2,4,12,2,12,3,11
8181,2,4,12,2,12,3,11
8182,2,4,12,2,12,3,11
8183,2,4,12,2,12,3,11
8184,2,4,12,2,12,3,11
8185,2,4,12,2,12,3,11
8186,2,4,12,2,12,3,11
8187,2,4,12,2,12,3,11
8188,2,4,12,2,12,3,11
8189,2,4,12,2,12,3,11
8190,2,4,12,2,12,3,11
8191,2,4,12,2,12,3,11
8192,2,4,12,2,12,3,11
8193,2,4,12,2,12,3,11
8194,2,4,12,2,12,3,11
8195,2,4,12,2,12,3,11
8196,2,4,12,2,12,3,11
8197,2,4,12,2,12,3,11
8198,2,4,12,2,12,3,11
8199,2,4,12,2,12,3,11
8200,2,4,12,2,12,3,11
8201,2,4,12,2,12,3,11
8202,2,4,12,2,12,3,11
8203,2,4,12,2,12,3,11
8204,2,4,12,2,12,3,11
8205,2,4,12,2,12,3,11
8206,2,4,12,2,12,3,11
8207,2,4,12,2,12,2,11
8208,2,4,12,2,12,2,11
8209,2,4,12,2,12,2,11
8210,2,4,12,2,12,2,11
8211,2,4,12,2,12,2,11
8212,2,4,12,2,12,2,11
8213,2,4,12,2,12,2,11
8214,2,4,12,2,12,2,11
8215,2,4,12,2,12,2,11
8216,2,4,12,2,12,2,11
8217,2,4,12,2,12,2,11
8218,2,4,12,2,12,2,11
8219,2,4,12,2,12,2,11
8220,2,4,12,2,12,2,11
8221,2,4,12,2,12,2,11
8222,2,4,12,2,12,2,11
8223,2,4,12,2,12,2,11
8224,2,4,12,2,12,2,11
8225,2,4,12,2,12,2,11
8226,2,4,12,2,12,2,11
8227,2,4,12,2,12,2,11
8228,2,4,12,2,12,2,11
8229,2,4,12,2,12,2,11
8230,2,4,12,2,12,2,11
8231,2,4,12,2,12,2,11
8232,2,4,12,2,12,2,11
8233,2,4,12,2,12,2,11
8234,2,4,12,2,12,2,11
8235,2,4,12,2,12,2,11
8236,2,4,12,2,12,1,11
8237,2,4,12,2,12,1,11
8238,2,4,12,2,12,1,11
8239,2,4,12,2,12,1,11
8240,2,4,12,2,12,1,11
8241,2,4,12,2,12,1,11
8242,2,4,12,2,12,1,11
8243,2,4,12,2,12,1,11
8244,2,4,12,2,12,1,11
8245,2,4,12,2,12,1,11
8246,2,4,12,2,12,1,11
8247,2,4,12,2,12,1,11
8248,2,4,12,2,12,1,11
8249,2,4,12,2,12,1,11
8250,2,4,12,2,12,1,11
8251,2,4,12,2,12,1,11
8252,2,4,12,2,12,1,11
8253,2,4,12,2,12,1,11
8254,2,4,12,2,12,1,11
8255,2,4,12,2,12,1,11
8256,2,4,12,2,12,1,11
8257,2,4,12,2,12,1,11
8258,2,4,12,2,12,1,11
8259,2,4,12,2,12,1,11
8260,2,4,12,2,12,1,11
8261,2,4,12,2,12,1,11
8262,2,4,12,2,12,1,11
8263,2,4,12,2,12,1,11
8264,2,4,12,2,12,1,11
8265,2,4,12,2,12,1,11
8266,2,4,12,2,12,1,11
8267,2,4,12,1,12,4,11
8268,2,4,12,1,12,4,11
8269,2,4,12,1,12,4,11
8270,2,4,12,1,12,4,11
8271,2,4,12,1,12,4,11
8272,2,4,12,1,12,4,11
8273,2,4,12,1,12,4,11
8274,2,4,12,1,12,4,11
8275,2,4,12,1,12,4,11
8276,2,4,12,1,12,4,11
8277,2,4,12,1,12,4,11
8278,2,4,12,1,12,4,11
8279,2,4,12,1,12,4,11
8280,2,4,12,1,12,4,11
8281,2,4,12,1,12,4,11
8282,2,4,12,1,12,4,11
8283,2,4,12,1,12,4,11
8284,2,4,12,1,12,4,11
8285,2,4,12,1,12,4,11
8286,2,4,12,1,12,4,11
8287,2,4,12,1,12,4,11
8288,2,4,12,1,12,4,11
8289,2,4,12,1,12,4,11
8290,2,4,12,1,12,4,11
8291,2,4,12,1,12,4,11
8292,2,4,12,1,12,4,11
8293,2,4,12,1,12,4,11
8294,2,4,12,1,12,4,11
8295,2,4,12,1,12,4,11
8296,2,4,12,1,12,4,11
8297,2,4,12,1,12,4,11
8298,2,4,12,1,12,4,11
8299,2,4,12,1,12,4,11
8300,2,4,12,1,12,4,11
8301,2,4,12,1,12,4,11
8302,2,4,12,1,12,4,11
8303,2,4,12,1,12,4,11
8304,2,4,12,1,12,4,11
8305,2,4,12,1,12,4,11
8306,2,4,12,1,12,3,11
8307,2,4,12,1,12,3,11
8308,2,4,12,1,12,3,11
8309,2,4,12,1,12,3,11
8310,2,4,12,1,12,3,11
8311,2,4,12,1,12,3,11
8312,2,4,12,1,12,3,11
8313,2,4,12,1,12,3,11
8314,2,4,12,1,12,3,11
8315,2,4,12,1,12,3,11
8316,2,4,12,1,12,3,11
8317,2,4,12,1,12,3,11
8318,2,4,12,1,12,3,11
8319,2,4,12,1,12,3,11
8320,2,4,12,1,12,3,11
8321,2,4,12,1,12,3,11
8322,2,4,12,1,12,3,11
8323,2,4,12,1,12,3,11
8324,2,4,12,1,12,3,11
8325,2,4,12,1,12,3,11
8326,2,4,12,1,12,3,11
8327,2,4,12,1,12,3,11
8328,2,4,12,1,12,3,11
8329,2,4,12,1,12,3,11
8330,2,4,12,1,12,3,11
8331,2,4,12,1,12,3,11
8332,2,4,12,1,12,3,11
8333,2,4,12,1,12,3,11
8334,2,4,12,1,12,3,11
8335,2,4,12,1,12,3,11
8336,2,4,12,1,12,3,11
8337,2,4,12,1,12,3,11
8338,2,4,12,1,12,3,11
8339,2,4,12,1,12,3,11
8340,2,4,12,1,12,3,11
8341,2,4,12,1,12,3,11
8342,2,4,12,1,12,3,11
8343,2,4,12,1,12,3,11
8344,2,4,12,1,12,2,11
8345,2,4,12,1,12,2,11
8346,2,4,12,1,12,2,11
8347,2,4,12,1,12,2,11
8348,2,4,12,1,12,2,11
8349,2,4,12,1,12,2,11
8350,2,4,12,1,12,2,11
8351,2,4,12,1,12,2,11
8352,2,4,12,1,12,2,11
8353,2,4,12,1,12,2,11
8354,2,4,12,1,12,2,11
8355,2,4,12,1,12,2,11
8356,2,4,12,1,12,2,11
8357,2,4,12,1,12,2,11
8358,2,4,12,1,12,2,11
8359,2,4,12,1,12,2,11
8360,2,4,12,1,12,2,11
8361,2,4,12,1,12,2,11
8362,2,4,12,1,12,2,11
8363,2,4,12,1,12,2,11
8364,2,4,12,1,12,2,11
8365,2,4,12,1,12,2,11
8366,2,4,12,1,12,2,11
8367,2,4,12,1,12,2,11
8368,2,4,12,1,12,2,11
8369,2,4,12,1,12,2,11
8370,2,4,12,1,12,2,11
8371,2,4,12,1,12,2,11
8372,2,4,12,1,12,1,11
8373,2,4,12,1,12,1,11
8374,2,4,12,1,12,1,11
8375,2,4,12,1,12,1,11
8376,2,4,12,1,12,1,11
8377,2,4,12,1,12,1,11
8378,2,4,12,1,12,1,11
8379,2,4,12,1,12,1,11
8380,2,4,12,1,12,1,11
8381,2,4,12,1,12,1,11
8382,2,4,12,1,12,1,11
8383,2,4,12,1,12,1,11
8384,2,4,12,1,12,1,11
8385,2,4,12,1,12,1,11
8386,2,4,12,1,12,1,11
8387,2,4,12,1,12,1,11
8388,2,4,12,1,12,1,11
8389,2,4,12,1,12,1,11
8390,2,4,12,1,12,1,11
8391,2,4,12,1,12,1,11
8392,2,4,12,1,12,1,11
8393,2,4,12,1,12,1,11
8394,2,4,12,1,12,1,11
8395,2,4,12,1,12,1,11
8396,2,3,12,4,12,4,11
8397,2,3,12,4,12,4,11
8398,2,3,12,4,12,4,11
8399,2,3,12,4,12,4,11
8400,2,3,12,4,12,4,11
8401,2,3,12,4,12,4,11
8402,2,3,12,4,12,4,11
8403,2,3,12,4,12,4,11
8404,2,3,12,4,12,4,11
8405,2,3,12,4,12,4,11
8406,2,3,12,4,12,4,11
8407,2,3,12,4,12,4,11
8408,2,3,12,4,12,4,11
8409,2,3,12,4,12,4,11
8410,2,3,12,4,12,4,11
8411,2,3,12,4,12,4,11
8412,2,3,12,4,12,4,11
8413,2,3,12,4,12,4,11
8414,2,3,12,4,12,4,11
8415,2,3,12,4,12,4,11
8416,2,3,12,4,12,4,11
8417,2,3,12,4,12,4,11
8418,2,3,12,4,12,4,11
8419,2,3,12,4,12,4,11
8420,2,3,12,4,12,4,11
8421,2,3,12,4,12,4,11
8422,2,3,12,4,12,4,11
8423,2,3,12,4,12,4,11
8424,2,3,12,4,12,3,11
8425,2,3,12,4,12,3,11
8426,2,3,12,4,12,3,11
8427,2,3,12,4,12,3,11
8428,2,3,12,4,12,3,11
8429,2,3,12,4,12,3,11
8430,2,3,12,4,12,3,11
8431,2,3,12,4,12,3,11
8432,2,3,12,4,12,3,11
8433,2,3,12,4,12,3,11
8434,2,3,12,4,12,3,11
8435,2,3,12,4,12,3,11
8436,2,3,12,4,12,3,11
8437,2,3,12,4,12,3,11
8438,2,3,12,4,12,3,11
8439,2,3,12,4,12,3,11
8440,2,3,12,4,12,3,11
8441,2,3,12,4,12,3,11
8442,2,3,12,4,12,3,11
8443,2,3,12,4,12,3,11
8444,2,3,12,4,12,3,11
8445,2,3,12,4,12,3,11
8446,2,3,12,4,12,3,11
8447,2,3,12,4,12,3,11
8448,2,3,12,4,12,3,11
8449,2,3,12,4,12,3,11
8450,2,3,12,4,12,3,11
8451,2,3,12,4,12,3,11
8452,2,3,12,4,12,3,11
8453,2,3,12,4,12,3,11
8454,2,3,12,4,12,3,11
8455,2,3,12,4,12,3,11
8456,2,3,12,4,12,3,11
8457,2,3,12,4,12,3,11
8458,2,3,12,4,12,3,11
8459,2,3,12,4,12,3,11
8460,2,3,12,4,12,3,11
8461,2,3,12,4,12,3,11
8462,2,3,12,4,12,3,11
8463,2,3,12,4,12,2,11
8464,2,3,12,4,12,2,11
8465,2,3,12,4,12,2,11
8466,2,3,12,4,12,2,11
8467,2,3,12,4,12,2,11
8468,2,3,12,4,12,2,11
8469,2,3,12,4,12,2,11
8470,2,3,12,4,12,2,11
8471,2,3,12,4,12,2,11
8472,2,3,12,4,12,2,11
8473,2,3,12,4,12,2,11
8474,2,3,12,4,12,2,11
8475,2,3,12,4,12,2,11
8476,2,3,12,4,12,2,11
8477,2,3,12,4,12,2,11
8478,2,3,12,4,12,2,11
8479,2,3,12,4,12,2,11
8480,2,3,12,4,12,2,11
8481,2,3,12,4,12,2,11
8482,2,3,12,4,12,2,11
8483,2,3,12,4,12,2,11
8484,2,3,12,4,12,2,11
8485,2,3,12,4,12,2,11
8486,2,3,12,4,12,2,11
8487,2,3,12,4,12,2,11
8488,2,3,12,4,12,2,11
8489,2,3,12,4,12,2,11
8490,2,3,12,4,12,2,11
8491,2,3,12,4,12,2,11
8492,2,3,12,4,12,1,11
8493,2,3,12,4,12,1,11
8494,2,3,12,4,12,1,11
8495,2,3,12,4,12,1,11
8496,2,3,12,4,12,1,11
8497,2,3,12,4,12,1,11
8498,2,3,12,4,12,1,11
8499,2,3,12,4,12,1,11
8500,2,3,12,4,12,1,11
8501,2,3,12,4,12,1,11
8502,2,3,12,4,12,1,11
8503,2,3,12,4,12,1,11
8504,2,3,12,4,12,1,11
8505,2,3,12,4,12,1,11
8506,2,3,12,4,12,1,11
8507,2,3,12,4,12,1,11
8508,2,3,12,4,12,1,11
8509,2,3,12,4,12,1,11
8510,2,3,12,4,12,1,11
8511,2,3,12,4,12,1,11
8512,2,3,12,4,12,1,11
8513,2,3,12,2,12,4,11
8514,2,3,12,2,12,4,11
8515,2,3,12,2,12,4,11
8516,2,3,12,2,12,4,11
8517,2,3,12,2,12,4,11
8518,2,3,12,2,12,4,11
8519,2,3,12,2,12,4,11
8520,2,3,12,2,12,4,11
8521,2,3,12,2,12,4,11
8522,2,3,12,2,12,4,11
8523,2,3,12,2,12,4,11
8524,2,3,12,2,12,4,11
8525,2,3,12,2,12,4,11
8526,2,3,12,2,12,4,11
8527,2,3,12,2,12,4,11
8528,2,3,12,2,12,4,11
8529,2,3,12,2,12,4,11
8530,2,3,12,2,12,4,11
8531,2,3,12,2,12,4,11
8532,2,3,12,2,12,4,11
8533,2,3,12,2,12,4,11
8534,2,3,12,2,12,4,11
8535,2,3,12,2,12,4,11
8536,2,3,12,2,12,4,11
8537,2,3,12,2,12,4,11
8538,2,3,12,2,12,3,11
8539,2,3,12,2,12,3,11
8540,2,3,12,2,12,3,11
8541,2,3,12,2,12,3,11
8542,2,3,12,2,12,3,11
8543,2,3,12,2,12,3,11
8544,2,3,12,2,12,3,11
8545,2,3,12,2,12,3,11
8546,2,3,12,2,12,3,11
8547,2,3,12,2,12,3,11
8548,2,3,12,2,12,3,11
8549,2,3,12,2,12,3,11
8550,2,3,12,2,12,3,11
8551,2,3,12,2,12,3,11
8552,2,3,12,2,12,3,11
8553,2,3,12,2,12,3,11
8554,2,3,12,2,12,3,11
8555,2,3,12,2,12,3,11
8556,2,3,12,2,12,3,11
8557,2,3,12,2,12,3,11
8558,2,3,12,2,12,3,11
8559,2,3,12,2,12,3,11
8560,2,3,12,2,12,3,11
8561,2,3,12,2,12,3,11
8562,2,3,12,2,12,3,11
8563,2,3,12,2,12,3,11
8564,2,3,12,2,12,3,11
8565,2,3,12,2,12,3,11
8566,2,3,12,2,12,3,11
8567,2,3,12,2,12,3,11
8568,2,3,12,2,12,3,11
8569,2,3,12,2,12,3,11
8570,2,3,12,2,12,3,11
8571,2,3,12,2,12,3,11
8572,2,3,12,2,12,2,11
8573,2,3,12,2,12,2,11
8574,2,3,12,2,12,2,11
8575,2,3,12,2,12,2,11
8576,2,3,12,2,12,2,11
8577,2,3,12,2,12,2,11
8578,2,3,12,2,12,2,11
8579,2,3,12,2,12,2,11
8580,2,3,12,2,12,2,11
8581,2,3,12,2,12,2,11
8582,2,3,12,2,12,2,11
8583,2,3,12,2,12,2,11
8584,2,3,12,2,12,2,11
8585,2,3,12,2,12,2,11
8586,2,3,12,2,12,2,11
8587,2,3,12,2,12,2,11
8588,2,3,12,2,12,2,11
8589,2,3,12,2,12,2,11
8590,2,3,12,2,12,2,11
8591,2,3,12,2,12,2,11
8592,2,3,12,2,12,2,11
8593,2,3,12,2,12,2,11
8594,2,3,12,2,12,2,11
8595,2,3,12,2,12,2,11
8596,2,3,12,2,12,2,11
8597,2,3,12,2,12,2,11
8598,2,3,12,2,12,2,11
8599,2,3,12,2,12,2,11
8600,2,3,12,2,12,2,11
8601,2,3,12,2,12,1,11
8602,2,3,12,2,12,1,11
8603,2,3,12,2,12,1,11
8604,2,3,12,2,12,1,11
8605,2,3,12,2,12,1,11
8606,2,3,12,2,12,1,11
8607,2,3,12,2,12,1,11
8608,2,3,12,2,12,1,11
8609,2,3,12,2,12,1,11
8610,2,3,12,2,12,1,11
8611,2,3,12,2,12,1,11
8612,2,3,12,2,12,1,11
8613,2,3,12,2,12,1,11
8614,2,3,12,2,12,1,11
8615,2,3,12,2,12,1,11
8616,2,3,12,2,12,1,11
8617,2,3,12,2,12,1,11
8618,2,3,12,2,12,1,11
8619,2,3,12,2,12,1,11
8620,2,3,12,2,12,1,11
8621,2,3,12,2,12,1,11
8622,2,3,12,2,12,1,11
8623,2,3,12,1,12,4,11
8624,2,3,12,1,12,4,11
8625,2,3,12,1,12,4,11
8626,2,3,12,1,12,4,11
8627,2,3,12,1,12,4,11
8628,2,3,12,1,12,4,11
8629,2,3,12,1,12,4,11
8630,2,3,12,1,12,4,11
8631,2,3,12,1,12,4,11
