,bback_label,bback_c1_suit,bback_c1_rank,bback_c2_suit,bback_c2_rank,bback_c3_suit,bback_c3_rank,bback_c4_suit,bback_c4_rank,bback_c5_suit,bback_c5_rank
7296,7,2,11,1,11,4,11,2,10,4,10
7297,7,2,11,1,11,4,11,2,10,3,10
7298,7,2,11,1,11,4,11,2,10,1,10
7299,7,2,11,1,11,4,11,1,10,4,10
7300,7,2,11,1,11,3,11,4,10,3,10
7301,7,2,11,1,11,3,11,4,10,3,10
7302,7,2,11,1,11,3,11,4,10,2,10
7303,7,2,11,1,11,3,11,3,10,4,10
7304,7,2,11,1,11,3,11,2,10,4,10
7305,7,2,11,1,11,3,11,2,10,4,10
7306,7,2,11,1,11,3,11,2,10,1,10
7307,7,2,11,1,11,3,11,1,10,4,10
7308,7,2,11,1,11,3,11,1,10,4,10
7309,7,2,11,1,11,3,11,1,10,4,10
7310,7,2,11,1,11,3,11,1,10,4,10
7311,7,2,11,1,11,3,11,1,10,3,10
7312,7,2,11,1,11,3,11,1,10,3,10
7313,7,1,11,4,11,3,11,4,10,3,10
7314,7,1,11,4,11,3,11,4,10,2,10
7315,7,1,11,4,11,3,11,4,10,1,10
7316,7,1,11,4,11,3,11,3,10,2,10
7317,7,1,11,4,11,3,11,3,10,1,10
7318,7,1,11,4,11,3,11,2,10,4,10
7319,7,1,11,4,11,3,11,2,10,4,10
7320,7,1,11,4,11,3,11,2,10,3,10
7321,7,1,11,4,11,3,11,1,10,3,10
7322,7,1,11,4,11,2,11,4,10,2,10
7323,7,1,11,4,11,2,11,3,10,2,10
7324,7,1,11,4,11,2,11,3,10,2,10
7325,7,1,11,4,11,2,11,3,10,1,10
7326,7,1,11,4,11,2,11,2,10,3,10
7327,7,1,11,4,11,2,11,2,10,3,10
7328,7,1,11,4,11,2,11,2,10,3,10
7329,7,1,11,4,11,2,11,2,10,3,10
7330,7,1,11,4,11,2,11,2,10,1,10
7331,7,1,11,4,11,2,11,1,10,4,10
7332,7,1,11,4,11,2,11,1,10,2,10
7333,7,1,11,4,11,2,11,1,10,2,10
7334,7,1,11,3,11,4,11,4,10,2,10
7335,7,1,11,3,11,4,11,4,10,2,10
7336,7,1,11,3,11,4,11,3,10,4,10
7337,7,1,11,3,11,4,11,3,10,2,10
7338,7,1,11,3,11,4,11,2,10,4,10
7339,7,1,11,3,11,4,11,2,10,3,10
7340,7,1,11,3,11,4,11,1,10,4,10
7341,7,1,11,3,11,4,11,1,10,4,10
7342,7,1,11,3,11,4,11,1,10,4,10
7343,7,1,11,3,11,4,11,1,10,3,10
7344,7,1,11,3,11,4,11,1,10,2,10
7345,7,1,11,3,11,2,11,4,10,3,10
7346,7,1,11,3,11,2,11,4,10,2,10
7347,7,1,11,3,11,2,11,4,10,2,10
7348,7,1,11,3,11,2,11,3,10,2,10
7349,7,1,11,3,11,2,11,2,10,3,10
7350,7,1,11,3,11,2,11,2,10,1,10
7351,7,1,11,3,11,2,11,1,10,4,10
7352,7,1,11,3,11,2,11,1,10,4,10
7353,7,1,11,3,11,2,11,1,10,3,10
7354,7,1,11,3,11,2,11,1,10,2,10
7355,7,1,11,3,11,2,11,1,10,2,10
7356,7,1,11,2,11,4,11,4,10,3,10
7357,7,1,11,2,11,4,11,4,10,1,10
7358,7,1,11,2,11,4,11,3,10,2,10
7359,7,1,11,2,11,4,11,2,10,3,10
7360,7,1,11,2,11,4,11,1,10,4,10
7361,7,1,11,2,11,3,11,4,10,2,10
7362,7,1,11,2,11,3,11,3,10,2,10
7363,7,1,11,2,11,3,11,3,10,1,10
7364,7,1,11,2,11,3,11,3,10,1,10
7365,7,1,11,2,11,3,11,2,10,4,10
7366,7,1,11,2,11,3,11,2,10,4,10
7367,7,1,11,2,11,3,11,2,10,4,10
7368,7,1,11,2,11,3,11,2,10,3,10
7369,7,1,11,2,11,3,11,2,10,3,10
7370,7,1,11,2,11,3,11,2,10,1,10
7371,7,4,11,3,11,2,11,4,9,1,9
7372,7,4,11,3,11,2,11,4,9,1,9
7373,7,4,11,3,11,2,11,4,9,1,9
7374,7,4,11,3,11,2,11,4,9,1,9
7375,7,4,11,3,11,2,11,3,9,4,9
7376,7,4,11,3,11,2,11,3,9,2,9
7377,7,4,11,3,11,2,11,3,9,2,9
7378,7,4,11,3,11,2,11,3,9,1,9
7379,7,4,11,3,11,2,11,2,9,3,9
7380,7,4,11,3,11,2,11,2,9,3,9
7381,7,4,11,3,11,2,11,1,9,3,9
7382,7,4,11,3,11,2,11,1,9,2,9
7383,7,4,11,3,11,1,11,4,9,2,9
7384,7,4,11,3,11,1,11,4,9,1,9
7385,7,4,11,3,11,1,11,4,9,1,9
7386,7,4,11,3,11,1,11,3,9,2,9
7387,7,4,11,3,11,1,11,3,9,1,9
7388,7,4,11,3,11,1,11,1,9,3,9
7389,7,4,11,3,11,1,11,1,9,3,9
7390,7,4,11,3,11,1,11,1,9,3,9
7391,7,4,11,2,11,3,11,4,9,3,9
7392,7,4,11,2,11,3,11,4,9,2,9
7393,7,4,11,2,11,3,11,3,9,4,9
7394,7,4,11,2,11,3,11,2,9,4,9
7395,7,4,11,2,11,3,11,2,9,3,9
7396,7,4,11,2,11,3,11,1,9,4,9
7397,7,4,11,2,11,3,11,1,9,3,9
7398,7,4,11,2,11,1,11,4,9,3,9
7399,7,4,11,2,11,1,11,4,9,3,9
7400,7,4,11,2,11,1,11,4,9,3,9
7401,7,4,11,2,11,1,11,4,9,2,9
7402,7,4,11,2,11,1,11,4,9,1,9
7403,7,4,11,2,11,1,11,4,9,1,9
7404,7,4,11,2,11,1,11,4,9,1,9
7405,7,4,11,2,11,1,11,4,9,1,9
7406,7,4,11,2,11,1,11,2,9,1,9
7407,7,4,11,2,11,1,11,1,9,4,9
7408,7,4,11,2,11,1,11,1,9,4,9
7409,7,4,11,2,11,1,11,1,9,2,9
7410,7,4,11,1,11,3,11,4,9,3,9
7411,7,4,11,1,11,3,11,4,9,3,9
7412,7,4,11,1,11,3,11,4,9,2,9
7413,7,4,11,1,11,3,11,3,9,2,9
7414,7,4,11,1,11,3,11,2,9,3,9
7415,7,4,11,1,11,3,11,2,9,1,9
7416,7,4,11,1,11,3,11,2,9,1,9
7417,7,4,11,1,11,3,11,1,9,4,9
7418,7,4,11,1,11,3,11,1,9,3,9
7419,7,4,11,1,11,3,11,1,9,2,9
7420,7,4,11,1,11,2,11,4,9,3,9
7421,7,4,11,1,11,2,11,4,9,3,9
7422,7,4,11,1,11,2,11,3,9,4,9
7423,7,4,11,1,11,2,11,3,9,4,9
7424,7,4,11,1,11,2,11,3,9,2,9
7425,7,4,11,1,11,2,11,3,9,1,9
7426,7,4,11,1,11,2,11,3,9,1,9
7427,7,4,11,1,11,2,11,2,9,1,9
7428,7,3,11,4,11,2,11,4,9,1,9
7429,7,3,11,4,11,2,11,3,9,4,9
7430,7,3,11,4,11,2,11,3,9,1,9
7431,7,3,11,4,11,2,11,2,9,4,9
7432,7,3,11,4,11,2,11,2,9,3,9
7433,7,3,11,4,11,1,11,4,9,3,9
7434,7,3,11,4,11,1,11,4,9,2,9
7435,7,3,11,4,11,1,11,4,9,2,9
7436,7,3,11,4,11,1,11,3,9,2,9
7437,7,3,11,4,11,1,11,2,9,4,9
7438,7,3,11,4,11,1,11,2,9,4,9
7439,7,3,11,4,11,1,11,2,9,1,9
7440,7,3,11,4,11,1,11,2,9,1,9
7441,7,3,11,4,11,1,11,2,9,1,9
7442,7,3,11,4,11,1,11,1,9,4,9
7443,7,3,11,4,11,1,11,1,9,4,9
7444,7,3,11,4,11,1,11,1,9,3,9
7445,7,3,11,4,11,1,11,1,9,2,9
7446,7,3,11,2,11,4,11,4,9,3,9
7447,7,3,11,2,11,4,11,4,9,2,9
7448,7,3,11,2,11,4,11,4,9,2,9
7449,7,3,11,2,11,4,11,4,9,1,9
7450,7,3,11,2,11,4,11,3,9,2,9
7451,7,3,11,2,11,4,11,3,9,1,9
7452,7,3,11,2,11,4,11,3,9,1,9
7453,7,3,11,2,11,4,11,2,9,4,9
7454,7,3,11,2,11,4,11,1,9,4,9
7455,7,3,11,2,11,4,11,1,9,4,9
7456,7,3,11,2,11,4,11,1,9,3,9
7457,7,3,11,2,11,4,11,1,9,2,9
7458,7,3,11,2,11,4,11,1,9,2,9
7459,7,3,11,2,11,1,11,4,9,3,9
7460,7,3,11,2,11,1,11,4,9,3,9
7461,7,3,11,2,11,1,11,4,9,2,9
7462,7,3,11,2,11,1,11,4,9,1,9
7463,7,3,11,2,11,1,11,4,9,1,9
7464,7,3,11,2,11,1,11,3,9,4,9
7465,7,3,11,2,11,1,11,3,9,4,9
7466,7,3,11,2,11,1,11,2,9,3,9
7467,7,3,11,2,11,1,11,1,9,3,9
7468,7,3,11,2,11,1,11,1,9,2,9
7469,7,3,11,2,11,1,11,1,9,2,9
7470,7,3,11,2,11,1,11,1,9,2,9
7471,7,3,11,1,11,4,11,4,9,2,9
7472,7,3,11,1,11,4,11,4,9,2,9
7473,7,3,11,1,11,4,11,4,9,2,9
7474,7,3,11,1,11,4,11,3,9,4,9
7475,7,3,11,1,11,4,11,3,9,1,9
7476,7,3,11,1,11,4,11,3,9,1,9
7477,7,3,11,1,11,4,11,3,9,1,9
7478,7,3,11,1,11,4,11,3,9,1,9
7479,7,3,11,1,11,4,11,2,9,4,9
7480,7,3,11,1,11,4,11,2,9,4,9
7481,7,3,11,1,11,4,11,2,9,1,9
7482,7,3,11,1,11,4,11,1,9,4,9
7483,7,3,11,1,11,4,11,1,9,4,9
7484,7,3,11,1,11,2,11,4,9,2,9
7485,7,3,11,1,11,2,11,4,9,2,9
7486,7,3,11,1,11,2,11,3,9,4,9
7487,7,3,11,1,11,2,11,3,9,4,9
7488,7,3,11,1,11,2,11,3,9,2,9
7489,7,3,11,1,11,2,11,2,9,4,9
7490,7,3,11,1,11,2,11,2,9,3,9
7491,7,3,11,1,11,2,11,1,9,3,9
7492,7,2,11,4,11,3,11,3,9,4,9
7493,7,2,11,4,11,3,11,2,9,3,9
7494,7,2,11,4,11,3,11,2,9,3,9
7495,7,2,11,4,11,3,11,2,9,1,9
7496,7,2,11,4,11,3,11,1,9,3,9
7497,7,2,11,4,11,1,11,3,9,1,9
7498,7,2,11,4,11,1,11,3,9,1,9
7499,7,2,11,4,11,1,11,3,9,1,9
7500,7,2,11,4,11,1,11,2,9,4,9
7501,7,2,11,4,11,1,11,2,9,3,9
7502,7,2,11,4,11,1,11,1,9,4,9
7503,7,2,11,4,11,1,11,1,9,4,9
7504,7,2,11,4,11,1,11,1,9,4,9
7505,7,2,11,4,11,1,11,1,9,3,9
7506,7,2,11,4,11,1,11,1,9,2,9
7507,7,2,11,3,11,4,11,4,9,3,9
7508,7,2,11,3,11,4,11,4,9,3,9
7509,7,2,11,3,11,4,11,4,9,1,9
7510,7,2,11,3,11,4,11,3,9,2,9
7511,7,2,11,3,11,4,11,2,9,4,9
7512,7,2,11,3,11,4,11,2,9,3,9
7513,7,2,11,3,11,4,11,2,9,3,9
7514,7,2,11,3,11,4,11,1,9,2,9
7515,7,2,11,3,11,1,11,4,9,3,9
7516,7,2,11,3,11,1,11,4,9,2,9
7517,7,2,11,3,11,1,11,4,9,1,9
7518,7,2,11,3,11,1,11,3,9,1,9
7519,7,2,11,3,11,1,11,2,9,4,9
7520,7,2,11,3,11,1,11,2,9,3,9
7521,7,2,11,3,11,1,11,2,9,1,9
7522,7,2,11,3,11,1,11,2,9,1,9
7523,7,2,11,3,11,1,11,1,9,4,9
7524,7,2,11,3,11,1,11,1,9,3,9
7525,7,2,11,3,11,1,11,1,9,3,9
7526,7,2,11,3,11,1,11,1,9,3,9
7527,7,2,11,3,11,1,11,1,9,3,9
7528,7,2,11,3,11,1,11,1,9,3,9
7529,7,2,11,1,11,4,11,4,9,3,9
7530,7,2,11,1,11,4,11,4,9,1,9
7531,7,2,11,1,11,4,11,4,9,1,9
7532,7,2,11,1,11,4,11,3,9,4,9
7533,7,2,11,1,11,4,11,3,9,1,9
7534,7,2,11,1,11,4,11,3,9,1,9
7535,7,2,11,1,11,4,11,1,9,4,9
7536,7,2,11,1,11,4,11,1,9,4,9
7537,7,2,11,1,11,4,11,1,9,3,9
7538,7,2,11,1,11,4,11,1,9,2,9
7539,7,2,11,1,11,3,11,4,9,2,9
7540,7,2,11,1,11,3,11,4,9,1,9
7541,7,2,11,1,11,3,11,3,9,2,9
7542,7,2,11,1,11,3,11,2,9,4,9
7543,7,2,11,1,11,3,11,1,9,2,9
7544,7,2,11,1,11,3,11,1,9,2,9
7545,7,2,11,1,11,3,11,1,9,2,9
7546,7,1,11,4,11,3,11,4,9,3,9
7547,7,1,11,4,11,3,11,4,9,3,9
7548,7,1,11,4,11,3,11,4,9,3,9
7549,7,1,11,4,11,3,11,4,9,2,9
7550,7,1,11,4,11,3,11,4,9,1,9
7551,7,1,11,4,11,3,11,2,9,4,9
7552,7,1,11,4,11,3,11,2,9,1,9
7553,7,1,11,4,11,2,11,4,9,1,9
7554,7,1,11,4,11,2,11,3,9,2,9
7555,7,1,11,4,11,2,11,3,9,1,9
7556,7,1,11,4,11,2,11,2,9,4,9
7557,7,1,11,4,11,2,11,2,9,3,9
7558,7,1,11,4,11,2,11,2,9,1,9
7559,7,1,11,4,11,2,11,2,9,1,9
7560,7,1,11,4,11,2,11,1,9,4,9
7561,7,1,11,4,11,2,11,1,9,4,9
7562,7,1,11,4,11,2,11,1,9,4,9
7563,7,1,11,4,11,2,11,1,9,3,9
7564,7,1,11,4,11,2,11,1,9,2,9
7565,7,1,11,3,11,4,11,4,9,2,9
7566,7,1,11,3,11,4,11,4,9,1,9
7567,7,1,11,3,11,4,11,3,9,4,9
7568,7,1,11,3,11,4,11,3,9,2,9
7569,7,1,11,3,11,4,11,3,9,2,9
7570,7,1,11,3,11,4,11,2,9,4,9
7571,7,1,11,3,11,4,11,2,9,4,9
7572,7,1,11,3,11,4,11,2,9,3,9
7573,7,1,11,3,11,4,11,1,9,4,9
7574,7,1,11,3,11,4,11,1,9,4,9
7575,7,1,11,3,11,4,11,1,9,4,9
7576,7,1,11,3,11,2,11,4,9,3,9
7577,7,1,11,3,11,2,11,4,9,3,9
7578,7,1,11,3,11,2,11,4,9,2,9
7579,7,1,11,3,11,2,11,4,9,1,9
7580,7,1,11,3,11,2,11,3,9,4,9
7581,7,1,11,3,11,2,11,3,9,4,9
7582,7,1,11,3,11,2,11,3,9,2,9
7583,7,1,11,3,11,2,11,3,9,2,9
7584,7,1,11,3,11,2,11,3,9,1,9
7585,7,1,11,3,11,2,11,2,9,4,9
7586,7,1,11,3,11,2,11,2,9,3,9
7587,7,1,11,3,11,2,11,2,9,1,9
7588,7,1,11,3,11,2,11,2,9,1,9
7589,7,1,11,3,11,2,11,1,9,4,9
7590,7,1,11,3,11,2,11,1,9,2,9
7591,7,1,11,2,11,4,11,4,9,2,9
7592,7,1,11,2,11,4,11,4,9,1,9
7593,7,1,11,2,11,4,11,3,9,2,9
7594,7,1,11,2,11,4,11,2,9,4,9
7595,7,1,11,2,11,4,11,2,9,3,9
7596,7,1,11,2,11,4,11,1,9,3,9
7597,7,1,11,2,11,4,11,1,9,3,9
7598,7,1,11,2,11,4,11,1,9,2,9
7599,7,1,11,2,11,4,11,1,9,2,9
7600,7,1,11,2,11,3,11,3,9,2,9
7601,7,1,11,2,11,3,11,3,9,2,9
7602,7,1,11,2,11,3,11,3,9,2,9
7603,7,1,11,2,11,3,11,3,9,2,9
7604,7,1,11,2,11,3,11,3,9,2,9
7605,7,1,11,2,11,3,11,3,9,1,9
7606,7,1,11,2,11,3,11,2,9,4,9
7607,7,1,11,2,11,3,11,2,9,3,9
7608,7,1,11,2,11,3,11,1,9,3,9
7609,7,4,11,3,11,2,11,4,8,3,8
7610,7,4,11,3,11,2,11,4,8,3,8
7611,7,4,11,3,11,2,11,4,8,3,8
7612,7,4,11,3,11,2,11,4,8,2,8
7613,7,4,11,3,11,2,11,4,8,2,8
7614,7,4,11,3,11,2,11,4,8,1,8
7615,7,4,11,3,11,2,11,3,8,1,8
7616,7,4,11,3,11,2,11,2,8,4,8
7617,7,4,11,3,11,2,11,2,8,1,8
7618,7,4,11,3,11,2,11,1,8,4,8
7619,7,4,11,3,11,2,11,1,8,4,8
7620,7,4,11,3,11,2,11,1,8,3,8
7621,7,4,11,3,11,2,11,1,8,3,8
7622,7,4,11,3,11,1,11,4,8,3,8
7623,7,4,11,3,11,1,11,4,8,2,8
7624,7,4,11,3,11,1,11,4,8,1,8
7625,7,4,11,3,11,1,11,4,8,1,8
7626,7,4,11,3,11,1,11,3,8,4,8
7627,7,4,11,3,11,1,11,3,8,4,8
7628,7,4,11,3,11,1,11,3,8,2,8
7629,7,4,11,3,11,1,11,2,8,4,8
7630,7,4,11,3,11,1,11,2,8,1,8
7631,7,4,11,3,11,1,11,2,8,1,8
7632,7,4,11,3,11,1,11,1,8,2,8
7633,7,4,11,2,11,3,11,4,8,3,8
7634,7,4,11,2,11,3,11,2,8,4,8
7635,7,4,11,2,11,3,11,2,8,3,8
7636,7,4,11,2,11,3,11,1,8,3,8
7637,7,4,11,2,11,1,11,4,8,3,8
7638,7,4,11,2,11,1,11,4,8,3,8
7639,7,4,11,2,11,1,11,4,8,1,8
7640,7,4,11,2,11,1,11,3,8,2,8
7641,7,4,11,2,11,1,11,1,8,2,8
7642,7,4,11,2,11,1,11,1,8,2,8
7643,7,4,11,1,11,3,11,4,8,3,8
7644,7,4,11,1,11,3,11,4,8,1,8
7645,7,4,11,1,11,3,11,4,8,1,8
7646,7,4,11,1,11,3,11,3,8,4,8
7647,7,4,11,1,11,3,11,3,8,2,8
7648,7,4,11,1,11,3,11,3,8,2,8
7649,7,4,11,1,11,3,11,3,8,1,8
7650,7,4,11,1,11,3,11,3,8,1,8
7651,7,4,11,1,11,3,11,2,8,1,8
7652,7,4,11,1,11,3,11,2,8,1,8
7653,7,4,11,1,11,3,11,1,8,4,8
7654,7,4,11,1,11,3,11,1,8,3,8
7655,7,4,11,1,11,2,11,4,8,2,8
7656,7,4,11,1,11,2,11,4,8,1,8
7657,7,4,11,1,11,2,11,3,8,1,8
7658,7,4,11,1,11,2,11,2,8,3,8
7659,7,4,11,1,11,2,11,2,8,3,8
7660,7,4,11,1,11,2,11,2,8,1,8
7661,7,3,11,4,11,2,11,4,8,3,8
7662,7,3,11,4,11,2,11,4,8,2,8
7663,7,3,11,4,11,2,11,3,8,4,8
7664,7,3,11,4,11,2,11,3,8,2,8
7665,7,3,11,4,11,2,11,3,8,1,8
7666,7,3,11,4,11,2,11,1,8,4,8
7667,7,3,11,4,11,2,11,1,8,4,8
7668,7,3,11,4,11,2,11,1,8,4,8
7669,7,3,11,4,11,1,11,4,8,3,8
7670,7,3,11,4,11,1,11,4,8,2,8
7671,7,3,11,4,11,1,11,3,8,2,8
7672,7,3,11,4,11,1,11,3,8,1,8
7673,7,3,11,4,11,1,11,2,8,4,8
7674,7,3,11,4,11,1,11,2,8,4,8
7675,7,3,11,4,11,1,11,2,8,3,8
7676,7,3,11,4,11,1,11,1,8,4,8
7677,7,3,11,4,11,1,11,1,8,4,8
7678,7,3,11,2,11,4,11,4,8,3,8
7679,7,3,11,2,11,4,11,3,8,2,8
7680,7,3,11,2,11,4,11,2,8,3,8
7681,7,3,11,2,11,4,11,1,8,4,8
7682,7,3,11,2,11,4,11,1,8,4,8
7683,7,3,11,2,11,1,11,4,8,3,8
7684,7,3,11,2,11,1,11,4,8,3,8
7685,7,3,11,2,11,1,11,4,8,1,8
7686,7,3,11,2,11,1,11,4,8,1,8
7687,7,3,11,2,11,1,11,4,8,1,8
7688,7,3,11,2,11,1,11,2,8,3,8
7689,7,3,11,2,11,1,11,1,8,4,8
7690,7,3,11,2,11,1,11,1,8,3,8
7691,7,3,11,2,11,1,11,1,8,3,8
7692,7,3,11,2,11,1,11,1,8,2,8
7693,7,3,11,1,11,4,11,4,8,3,8
7694,7,3,11,1,11,4,11,3,8,2,8
7695,7,3,11,1,11,4,11,2,8,1,8
7696,7,3,11,1,11,4,11,2,8,1,8
7697,7,3,11,1,11,4,11,1,8,4,8
7698,7,3,11,1,11,2,11,4,8,3,8
7699,7,3,11,1,11,2,11,3,8,2,8
7700,7,3,11,1,11,2,11,3,8,2,8
7701,7,3,11,1,11,2,11,2,8,3,8
7702,7,2,11,4,11,3,11,4,8,2,8
7703,7,2,11,4,11,3,11,4,8,1,8
7704,7,2,11,4,11,3,11,4,8,1,8
7705,7,2,11,4,11,3,11,3,8,4,8
7706,7,2,11,4,11,3,11,2,8,3,8
7707,7,2,11,4,11,3,11,2,8,1,8
7708,7,2,11,4,11,3,11,1,8,3,8
7709,7,2,11,4,11,3,11,1,8,2,8
7710,7,2,11,4,11,1,11,4,8,3,8
7711,7,2,11,4,11,1,11,4,8,2,8
7712,7,2,11,4,11,1,11,4,8,2,8
7713,7,2,11,4,11,1,11,4,8,1,8
7714,7,2,11,4,11,1,11,3,8,2,8
7715,7,2,11,4,11,1,11,2,8,4,8
7716,7,2,11,4,11,1,11,1,8,4,8
7717,7,2,11,4,11,1,11,1,8,4,8
7718,7,2,11,4,11,1,11,1,8,3,8
7719,7,2,11,4,11,1,11,1,8,2,8
7720,7,2,11,3,11,4,11,4,8,2,8
7721,7,2,11,3,11,4,11,3,8,4,8
7722,7,2,11,3,11,4,11,3,8,4,8
7723,7,2,11,3,11,4,11,2,8,4,8
7724,7,2,11,3,11,4,11,2,8,1,8
7725,7,2,11,3,11,4,11,1,8,4,8
7726,7,2,11,3,11,1,11,3,8,2,8
7727,7,2,11,3,11,1,11,2,8,3,8
7728,7,2,11,3,11,1,11,2,8,3,8
7729,7,2,11,3,11,1,11,2,8,3,8
7730,7,2,11,3,11,1,11,2,8,3,8
7731,7,2,11,3,11,1,11,2,8,1,8
7732,7,2,11,3,11,1,11,2,8,1,8
7733,7,2,11,1,11,4,11,4,8,3,8
7734,7,2,11,1,11,4,11,4,8,2,8
7735,7,2,11,1,11,4,11,4,8,1,8
7736,7,2,11,1,11,4,11,4,8,1,8
7737,7,2,11,1,11,4,11,3,8,4,8
7738,7,2,11,1,11,4,11,3,8,1,8
7739,7,2,11,1,11,4,11,3,8,1,8
7740,7,2,11,1,11,4,11,2,8,3,8
7741,7,2,11,1,11,4,11,1,8,2,8
7742,7,2,11,1,11,3,11,4,8,3,8
7743,7,2,11,1,11,3,11,4,8,3,8
7744,7,2,11,1,11,3,11,4,8,3,8
7745,7,2,11,1,11,3,11,4,8,2,8
7746,7,2,11,1,11,3,11,4,8,2,8
7747,7,2,11,1,11,3,11,3,8,4,8
7748,7,2,11,1,11,3,11,3,8,4,8
7749,7,2,11,1,11,3,11,3,8,1,8
7750,7,2,11,1,11,3,11,2,8,4,8
7751,7,1,11,4,11,3,11,4,8,3,8
7752,7,1,11,4,11,3,11,4,8,2,8
7753,7,1,11,4,11,3,11,4,8,2,8
7754,7,1,11,4,11,3,11,4,8,1,8
7755,7,1,11,4,11,3,11,3,8,4,8
7756,7,1,11,4,11,3,11,3,8,1,8
7757,7,1,11,4,11,3,11,2,8,4,8
7758,7,1,11,4,11,3,11,1,8,4,8
7759,7,1,11,4,11,3,11,1,8,4,8
7760,7,1,11,4,11,3,11,1,8,3,8
7761,7,1,11,4,11,3,11,1,8,2,8
7762,7,1,11,4,11,2,11,4,8,2,8
7763,7,1,11,4,11,2,11,3,8,4,8
7764,7,1,11,4,11,2,11,3,8,2,8
7765,7,1,11,4,11,2,11,2,8,3,8
7766,7,1,11,4,11,2,11,2,8,3,8
7767,7,1,11,4,11,2,11,2,8,1,8
7768,7,1,11,4,11,2,11,2,8,1,8
7769,7,1,11,4,11,2,11,2,8,1,8
7770,7,1,11,4,11,2,11,1,8,4,8
7771,7,1,11,4,11,2,11,1,8,3,8
7772,7,1,11,4,11,2,11,1,8,3,8
7773,7,1,11,4,11,2,11,1,8,2,8
7774,7,1,11,3,11,4,11,4,8,2,8
7775,7,1,11,3,11,4,11,3,8,2,8
7776,7,1,11,3,11,4,11,3,8,1,8
7777,7,1,11,3,11,4,11,1,8,3,8
7778,7,1,11,3,11,4,11,1,8,3,8
7779,7,1,11,3,11,4,11,1,8,2,8
7780,7,1,11,3,11,2,11,4,8,3,8
7781,7,1,11,3,11,2,11,3,8,4,8
7782,7,1,11,3,11,2,11,3,8,4,8
7783,7,1,11,3,11,2,11,3,8,1,8
7784,7,1,11,3,11,2,11,1,8,2,8
7785,7,1,11,2,11,4,11,3,8,4,8
7786,7,1,11,2,11,4,11,2,8,4,8
7787,7,1,11,2,11,4,11,2,8,4,8
7788,7,1,11,2,11,4,11,1,8,3,8
7789,7,1,11,2,11,3,11,4,8,2,8
7790,7,1,11,2,11,3,11,4,8,1,8
7791,7,1,11,2,11,3,11,3,8,4,8
7792,7,1,11,2,11,3,11,3,8,4,8
7793,7,1,11,2,11,3,11,3,8,4,8
7794,7,1,11,2,11,3,11,2,8,3,8
7795,7,1,11,2,11,3,11,2,8,1,8
7796,7,1,11,2,11,3,11,1,8,3,8
7797,7,4,11,3,11,2,11,3,7,2,7
7798,7,4,11,3,11,2,11,3,7,2,7
7799,7,4,11,3,11,2,11,3,7,1,7
7800,7,4,11,3,11,2,11,2,7,4,7
7801,7,4,11,3,11,2,11,2,7,3,7
7802,7,4,11,3,11,2,11,2,7,1,7
7803,7,4,11,3,11,2,11,2,7,1,7
7804,7,4,11,3,11,1,11,4,7,3,7
7805,7,4,11,3,11,1,11,4,7,2,7
7806,7,4,11,3,11,1,11,3,7,2,7
7807,7,4,11,3,11,1,11,2,7,3,7
7808,7,4,11,3,11,1,11,1,7,4,7
7809,7,4,11,3,11,1,11,1,7,4,7
7810,7,4,11,3,11,1,11,1,7,4,7
7811,7,4,11,3,11,1,11,1,7,3,7
7812,7,4,11,2,11,3,11,4,7,3,7
7813,7,4,11,2,11,3,11,4,7,3,7
7814,7,4,11,2,11,3,11,4,7,2,7
7815,7,4,11,2,11,3,11,4,7,2,7
7816,7,4,11,2,11,3,11,4,7,1,7
7817,7,4,11,2,11,3,11,2,7,4,7
7818,7,4,11,2,11,3,11,1,7,4,7
7819,7,4,11,2,11,3,11,1,7,2,7
7820,7,4,11,2,11,3,11,1,7,2,7
7821,7,4,11,2,11,1,11,4,7,3,7
7822,7,4,11,2,11,1,11,4,7,3,7
7823,7,4,11,2,11,1,11,4,7,2,7
7824,7,4,11,2,11,1,11,3,7,2,7
7825,7,4,11,2,11,1,11,2,7,3,7
7826,7,4,11,2,11,1,11,2,7,1,7
7827,7,4,11,2,11,1,11,1,7,3,7
7828,7,4,11,1,11,3,11,4,7,3,7
7829,7,4,11,1,11,3,11,3,7,4,7
7830,7,4,11,1,11,3,11,3,7,4,7
7831,7,4,11,1,11,3,11,3,7,4,7
7832,7,4,11,1,11,3,11,3,7,2,7
7833,7,4,11,1,11,2,11,1,7,4,7
7834,7,4,11,1,11,2,11,1,7,4,7
7835,7,4,11,1,11,2,11,1,7,3,7
7836,7,3,11,4,11,2,11,4,7,3,7
7837,7,3,11,4,11,2,11,4,7,3,7
7838,7,3,11,4,11,2,11,4,7,3,7
7839,7,3,11,4,11,2,11,3,7,4,7
7840,7,3,11,4,11,2,11,2,7,4,7
7841,7,3,11,4,11,2,11,1,7,2,7
7842,7,3,11,4,11,1,11,4,7,2,7
7843,7,3,11,4,11,1,11,2,7,3,7
7844,7,3,11,4,11,1,11,1,7,4,7
7845,7,3,11,4,11,1,11,1,7,3,7
7846,7,3,11,4,11,1,11,1,7,3,7
7847,7,3,11,2,11,4,11,4,7,3,7
7848,7,3,11,2,11,4,11,3,7,4,7
7849,7,3,11,2,11,4,11,3,7,2,7
7850,7,3,11,2,11,4,11,1,7,4,7
7851,7,3,11,2,11,4,11,1,7,2,7
